"Thành Phố","Mã TP","Quận Huyện","Mã QH","Phường Xã","Mã PX"
"Đồng Tháp","87","Sa Đéc","867","Phường An Hoà","29919"
"Đồng Tháp","87","Sa Đéc","867","Xã Tân Quy Tây","29920"
"Đồng Tháp","87","Sa Đéc","867","Xã Tân Phú Đông","29923"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Phường An Lộc","29954"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Phường An Thạnh","29955"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Xã Bình Thạnh","29959"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Xã Tân Hội","29965"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Phường An Lạc","29978"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Xã An Bình B","29986"
"Đồng Tháp","87","Thị xã Hồng Ngự","868","Xã An Bình A","29989"
"Đồng Tháp","87","Huyện Tân Hồng","869","Thị trấn Sa Rài","29926"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Tân Hộ Cơ","29929"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Thông Bình","29932"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Bình Phú","29935"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Tân Thành A","29938"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Tân Thành B","29941"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Tân Phước","29944"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã Tân Công Chí","29947"
"Đồng Tháp","87","Huyện Tân Hồng","869","Xã An Phước","29950"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Thường Phước 1","29956"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Thường Thới Hậu A","29962"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Thường Thới Hậu B","29968"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Thường Thới Tiền","29971"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Thường Phước 2","29974"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Thường Lạc","29977"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Long Khánh A","29980"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Long Khánh B","29983"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Long Thuận","29992"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Phú Thuận B","29995"
"Đồng Tháp","87","Huyện Hồng Ngự","870","Xã Phú Thuận A","29998"
"Đồng Tháp","87","Huyện Tam Nông","871","Thị trấn Tràm Chim","30001"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Hoà Bình","30004"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Tân Công Sính","30007"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Hiệp","30010"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Đức","30013"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Thành B","30016"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã An Hòa","30019"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã An Long","30022"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Cường","30025"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Ninh","30028"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Thọ","30031"
"Đồng Tháp","87","Huyện Tam Nông","871","Xã Phú Thành A","30034"
"Đồng Tháp","87","Huyện Tháp Mười","872","Thị trấn Mỹ An","30037"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Thạnh Lợi","30040"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Hưng Thạnh","30043"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Trường Xuân","30046"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Tân Kiều","30049"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Mỹ Hòa","30052"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Mỹ Quý","30055"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Mỹ Đông","30058"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Đốc Binh Kiều","30061"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Mỹ An","30064"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Phú Điền","30067"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Láng Biển","30070"
"Đồng Tháp","87","Huyện Tháp Mười","872","Xã Thanh Mỹ","30073"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Thị trấn Mỹ Thọ","30076"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Gáo Giồng","30079"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Phương Thịnh","30082"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Ba Sao","30085"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Phong Mỹ","30088"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Tân Nghĩa","30091"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Phương Trà","30094"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Nhị Mỹ","30097"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Mỹ Thọ","30100"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Tân Hội Trung","30103"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã An Bình","30106"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Mỹ Hội","30109"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Mỹ Hiệp","30112"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Mỹ Long","30115"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Bình Hàng Trung","30118"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Mỹ Xương","30121"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Bình Hàng Tây","30124"
"Đồng Tháp","87","Huyện Cao Lãnh","873","Xã Bình Thạnh","30127"
"Đồng Tháp","87","Huyện Thanh Bình","874","Thị trấn Thanh Bình","30130"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Quới","30133"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Hòa","30136"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã An Phong","30139"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Phú Lợi","30142"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Mỹ","30145"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Bình Tấn","30148"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Huề","30151"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Bình","30154"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Thạnh","30157"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Phú","30160"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Bình Thành","30163"
"Đồng Tháp","87","Huyện Thanh Bình","874","Xã Tân Long","30166"
"Đồng Tháp","87","Huyện Lấp Vò","875","Thị trấn Lấp Vò","30169"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Mỹ An Hưng A","30172"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Tân Mỹ","30175"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Mỹ An Hưng B","30178"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Tân  Khánh Trung","30181"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Long Hưng A","30184"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Vĩnh Thạnh","30187"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Long Hưng B","30190"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Bình Thành","30193"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Định An","30196"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Định Yên","30199"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Hội An Đông","30202"
"Đồng Tháp","87","Huyện Lấp Vò","875","Xã Bình Thạnh Trung","30205"
"Đồng Tháp","87","Huyện Lai Vung","876","Thị trấn Lai Vung","30208"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Tân Dương","30211"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Hòa Thành","30214"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Long Hậu","30217"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Tân Phước","30220"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Hòa Long","30223"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Tân Thành","30226"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Long Thắng","30229"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Vĩnh Thới","30232"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Tân Hòa","30235"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Định Hòa","30238"
"Đồng Tháp","87","Huyện Lai Vung","876","Xã Phong Hòa","30241"
"Đồng Tháp","87","Huyện Châu Thành","877","Thị trấn Cái Tàu Hạ","30244"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã An Hiệp","30247"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã An Nhơn","30250"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Tân Nhuận Đông","30253"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Tân Bình","30256"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Tân Phú Trung","30259"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Phú Long","30262"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã An Phú Thuận","30265"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Phú Hựu","30268"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã An Khánh","30271"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Tân Phú","30274"
"Đồng Tháp","87","Huyện Châu Thành","877","Xã Hòa Tân","30277"
"An Giang","89","Long Xuyên","883","Phường Mỹ Bình","30280"
"An Giang","89","Long Xuyên","883","Phường Mỹ Long","30283"
"An Giang","89","Long Xuyên","883","Phường Đông Xuyên","30285"
"An Giang","89","Long Xuyên","883","Phường Mỹ Xuyên","30286"
"An Giang","89","Long Xuyên","883","Phường Bình Đức","30289"
"An Giang","89","Long Xuyên","883","Phường Bình Khánh","30292"
"An Giang","89","Long Xuyên","883","Phường Mỹ Phước","30295"
"An Giang","89","Long Xuyên","883","Phường Mỹ Quý","30298"
"An Giang","89","Long Xuyên","883","Phường Mỹ Thới","30301"
"An Giang","89","Long Xuyên","883","Phường Mỹ Thạnh","30304"
"An Giang","89","Long Xuyên","883","Phường Mỹ Hòa","30307"
"An Giang","89","Long Xuyên","883","Xã Mỹ Khánh","30310"
"An Giang","89","Long Xuyên","883","Xã Mỹ Hoà Hưng","30313"
"An Giang","89","Châu Đốc","884","Phường Châu Phú B","30316"
"An Giang","89","Châu Đốc","884","Phường Châu Phú A","30319"
"An Giang","89","Châu Đốc","884","Phường Vĩnh Mỹ","30322"
"An Giang","89","Châu Đốc","884","Phường Núi Sam","30325"
"An Giang","89","Châu Đốc","884","Phường Vĩnh Ngươn","30328"
"An Giang","89","Châu Đốc","884","Xã Vĩnh Tế","30331"
"An Giang","89","Châu Đốc","884","Xã Vĩnh Châu","30334"
"An Giang","89","Huyện An Phú","886","Thị trấn An Phú","30337"
"An Giang","89","Huyện An Phú","886","Xã Khánh An","30340"
"An Giang","89","Huyện An Phú","886","Thị Trấn Long Bình","30341"
"An Giang","89","Huyện An Phú","886","Xã Khánh Bình","30343"
"An Giang","89","Huyện An Phú","886","Xã Quốc Thái","30346"
"An Giang","89","Huyện An Phú","886","Xã Nhơn Hội","30349"
"An Giang","89","Huyện An Phú","886","Xã Phú Hữu","30352"
"An Giang","89","Huyện An Phú","886","Xã Phú Hội","30355"
"An Giang","89","Huyện An Phú","886","Xã Phước Hưng","30358"
"An Giang","89","Huyện An Phú","886","Xã Vĩnh Lộc","30361"
"An Giang","89","Huyện An Phú","886","Xã Vĩnh Hậu","30364"
"An Giang","89","Huyện An Phú","886","Xã Vĩnh Trường","30367"
"An Giang","89","Huyện An Phú","886","Xã Vĩnh Hội Đông","30370"
"An Giang","89","Huyện An Phú","886","Xã Đa Phước","30373"
"An Giang","89","Thị xã Tân Châu","887","Phường Long Thạnh","30376"
"An Giang","89","Thị xã Tân Châu","887","Phường Long Hưng","30377"
"An Giang","89","Thị xã Tân Châu","887","Phường Long Châu","30378"
"An Giang","89","Thị xã Tân Châu","887","Xã Phú Lộc","30379"
"An Giang","89","Thị xã Tân Châu","887","Xã Vĩnh Xương","30382"
"An Giang","89","Thị xã Tân Châu","887","Xã Vĩnh Hòa","30385"
"An Giang","89","Thị xã Tân Châu","887","Xã Tân Thạnh","30387"
"An Giang","89","Thị xã Tân Châu","887","Xã Tân An","30388"
"An Giang","89","Thị xã Tân Châu","887","Xã Long An","30391"
"An Giang","89","Thị xã Tân Châu","887","Phường Long Phú","30394"
"An Giang","89","Thị xã Tân Châu","887","Xã Châu Phong","30397"
"An Giang","89","Thị xã Tân Châu","887","Xã Phú Vĩnh","30400"
"An Giang","89","Thị xã Tân Châu","887","Xã Lê Chánh","30403"
"An Giang","89","Thị xã Tân Châu","887","Phường Long Sơn","30412"
"An Giang","89","Huyện Phú Tân","888","Thị trấn Phú Mỹ","30406"
"An Giang","89","Huyện Phú Tân","888","Thị trấn Chợ Vàm","30409"
"An Giang","89","Huyện Phú Tân","888","Xã Long Hoà","30415"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Long","30418"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Lâm","30421"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Hiệp","30424"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Thạnh","30427"
"An Giang","89","Huyện Phú Tân","888","Xã Hoà Lạc","30430"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Thành","30433"
"An Giang","89","Huyện Phú Tân","888","Xã Phú An","30436"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Xuân","30439"
"An Giang","89","Huyện Phú Tân","888","Xã Hiệp Xương","30442"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Bình","30445"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Thọ","30448"
"An Giang","89","Huyện Phú Tân","888","Xã Phú Hưng","30451"
"An Giang","89","Huyện Phú Tân","888","Xã Bình Thạnh Đông","30454"
"An Giang","89","Huyện Phú Tân","888","Xã Tân Hòa","30457"
"An Giang","89","Huyện Phú Tân","888","Xã Tân Trung","30460"
"An Giang","89","Huyện Châu Phú","889","Thị trấn Cái Dầu","30463"
"An Giang","89","Huyện Châu Phú","889","Xã Khánh Hòa","30466"
"An Giang","89","Huyện Châu Phú","889","Xã Mỹ Đức","30469"
"An Giang","89","Huyện Châu Phú","889","Xã Mỹ Phú","30472"
"An Giang","89","Huyện Châu Phú","889","Xã Ô Long Vỹ","30475"
"An Giang","89","Huyện Châu Phú","889","Xã Vĩnh Thạnh Trung","30478"
"An Giang","89","Huyện Châu Phú","889","Xã Thạnh Mỹ Tây","30481"
"An Giang","89","Huyện Châu Phú","889","Xã Bình Long","30484"
"An Giang","89","Huyện Châu Phú","889","Xã Bình Mỹ","30487"
"An Giang","89","Huyện Châu Phú","889","Xã Bình Thủy","30490"
"An Giang","89","Huyện Châu Phú","889","Xã Đào Hữu Cảnh","30493"
"An Giang","89","Huyện Châu Phú","889","Xã Bình Phú","30496"
"An Giang","89","Huyện Châu Phú","889","Xã Bình Chánh","30499"
"An Giang","89","Huyện Tịnh Biên","890","Thị trấn Nhà Bàng","30502"
"An Giang","89","Huyện Tịnh Biên","890","Thị trấn Chi Lăng","30505"
"An Giang","89","Huyện Tịnh Biên","890","Xã Núi Voi","30508"
"An Giang","89","Huyện Tịnh Biên","890","Xã Nhơn Hưng","30511"
"An Giang","89","Huyện Tịnh Biên","890","Xã An Phú","30514"
"An Giang","89","Huyện Tịnh Biên","890","Xã Thới Sơn","30517"
"An Giang","89","Huyện Tịnh Biên","890","Thị trấn Tịnh Biên","30520"
"An Giang","89","Huyện Tịnh Biên","890","Xã Văn Giáo","30523"
"An Giang","89","Huyện Tịnh Biên","890","Xã An Cư","30526"
"An Giang","89","Huyện Tịnh Biên","890","Xã An Nông","30529"
"An Giang","89","Huyện Tịnh Biên","890","Xã Vĩnh Trung","30532"
"An Giang","89","Huyện Tịnh Biên","890","Xã Tân Lợi","30535"
"An Giang","89","Huyện Tịnh Biên","890","Xã An Hảo","30538"
"An Giang","89","Huyện Tịnh Biên","890","Xã Tân Lập","30541"
"An Giang","89","Huyện Tri Tôn","891","Thị trấn Tri Tôn","30544"
"An Giang","89","Huyện Tri Tôn","891","Thị trấn Ba Chúc","30547"
"An Giang","89","Huyện Tri Tôn","891","Xã Lạc Quới","30550"
"An Giang","89","Huyện Tri Tôn","891","Xã Lê Trì","30553"
"An Giang","89","Huyện Tri Tôn","891","Xã Vĩnh Gia","30556"
"An Giang","89","Huyện Tri Tôn","891","Xã Vĩnh Phước","30559"
"An Giang","89","Huyện Tri Tôn","891","Xã Châu Lăng","30562"
"An Giang","89","Huyện Tri Tôn","891","Xã Lương Phi","30565"
"An Giang","89","Huyện Tri Tôn","891","Xã Lương An Trà","30568"
"An Giang","89","Huyện Tri Tôn","891","Xã Tà Đảnh","30571"
"An Giang","89","Huyện Tri Tôn","891","Xã Núi Tô","30574"
"An Giang","89","Huyện Tri Tôn","891","Xã An Tức","30577"
"An Giang","89","Huyện Tri Tôn","891","Xã Cô Tô","30580"
"An Giang","89","Huyện Tri Tôn","891","Xã Tân Tuyến","30583"
"An Giang","89","Huyện Tri Tôn","891","Xã Ô Lâm","30586"
"An Giang","89","Huyện Châu Thành","892","Thị trấn An Châu","30589"
"An Giang","89","Huyện Châu Thành","892","Xã An Hòa","30592"
"An Giang","89","Huyện Châu Thành","892","Xã Cần Đăng","30595"
"An Giang","89","Huyện Châu Thành","892","Xã Vĩnh Hanh","30598"
"An Giang","89","Huyện Châu Thành","892","Xã Bình Thạnh","30601"
"An Giang","89","Huyện Châu Thành","892","Xã Vĩnh Bình","30604"
"An Giang","89","Huyện Châu Thành","892","Xã Bình Hòa","30607"
"An Giang","89","Huyện Châu Thành","892","Xã Vĩnh An","30610"
"An Giang","89","Huyện Châu Thành","892","Xã Hòa Bình Thạnh","30613"
"An Giang","89","Huyện Châu Thành","892","Xã Vĩnh Lợi","30616"
"An Giang","89","Huyện Châu Thành","892","Xã Vĩnh Nhuận","30619"
"An Giang","89","Huyện Châu Thành","892","Xã Tân Phú","30622"
"An Giang","89","Huyện Châu Thành","892","Xã Vĩnh Thành","30625"
"An Giang","89","Huyện Chợ Mới","893","Thị trấn Chợ Mới","30628"
"An Giang","89","Huyện Chợ Mới","893","Thị trấn Mỹ Luông","30631"
"An Giang","89","Huyện Chợ Mới","893","Xã Kiến An","30634"
"An Giang","89","Huyện Chợ Mới","893","Xã Mỹ Hội Đông","30637"
"An Giang","89","Huyện Chợ Mới","893","Xã Long Điền A","30640"
"An Giang","89","Huyện Chợ Mới","893","Xã Tấn Mỹ","30643"
"An Giang","89","Huyện Chợ Mới","893","Xã Long Điền B","30646"
"An Giang","89","Huyện Chợ Mới","893","Xã Kiến Thành","30649"
"An Giang","89","Huyện Chợ Mới","893","Xã Mỹ Hiệp","30652"
"An Giang","89","Huyện Chợ Mới","893","Xã Mỹ An","30655"
"An Giang","89","Huyện Chợ Mới","893","Xã Nhơn Mỹ","30658"
"An Giang","89","Huyện Chợ Mới","893","Xã Long Giang","30661"
"An Giang","89","Huyện Chợ Mới","893","Xã Long Kiến","30664"
"An Giang","89","Huyện Chợ Mới","893","Xã Bình Phước Xuân","30667"
"An Giang","89","Huyện Chợ Mới","893","Xã An Thạnh Trung","30670"
"An Giang","89","Huyện Chợ Mới","893","Xã Hội An","30673"
"An Giang","89","Huyện Chợ Mới","893","Xã Hòa Bình","30676"
"An Giang","89","Huyện Chợ Mới","893","Xã Hòa An","30679"
"An Giang","89","Huyện Thoại Sơn","894","Thị trấn Núi Sập","30682"
"An Giang","89","Huyện Thoại Sơn","894","Thị trấn Phú Hoà","30685"
"An Giang","89","Huyện Thoại Sơn","894","Thị Trấn Óc Eo","30688"
"An Giang","89","Huyện Thoại Sơn","894","Xã Tây Phú","30691"
"An Giang","89","Huyện Thoại Sơn","894","Xã An Bình","30692"
"An Giang","89","Huyện Thoại Sơn","894","Xã Vĩnh Phú","30694"
"An Giang","89","Huyện Thoại Sơn","894","Xã Vĩnh Trạch","30697"
"An Giang","89","Huyện Thoại Sơn","894","Xã Phú Thuận","30700"
"An Giang","89","Huyện Thoại Sơn","894","Xã Vĩnh Chánh","30703"
"An Giang","89","Huyện Thoại Sơn","894","Xã Định Mỹ","30706"
"An Giang","89","Huyện Thoại Sơn","894","Xã Định Thành","30709"
"An Giang","89","Huyện Thoại Sơn","894","Xã Mỹ Phú Đông","30712"
"An Giang","89","Huyện Thoại Sơn","894","Xã Vọng Đông","30715"
"An Giang","89","Huyện Thoại Sơn","894","Xã Vĩnh Khánh","30718"
"An Giang","89","Huyện Thoại Sơn","894","Xã Thoại Giang","30721"
"An Giang","89","Huyện Thoại Sơn","894","Xã Bình Thành","30724"
"An Giang","89","Huyện Thoại Sơn","894","Xã Vọng Thê","30727"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Thanh Vân","30730"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Thanh","30733"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Quang","30736"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Hiệp","30739"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Bảo","30742"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Lạc","30745"
"Kiên Giang","91","Rạch Giá","899","Phường An Hòa","30748"
"Kiên Giang","91","Rạch Giá","899","Phường An Bình","30751"
"Kiên Giang","91","Rạch Giá","899","Phường Rạch Sỏi","30754"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Lợi","30757"
"Kiên Giang","91","Rạch Giá","899","Phường Vĩnh Thông","30760"
"Kiên Giang","91","Rạch Giá","899","Xã Phi Thông","30763"
"Kiên Giang","91","Thị xã Hà Tiên","900","Phường Tô Châu","30766"
"Kiên Giang","91","Thị xã Hà Tiên","900","Phường Đông Hồ","30769"
"Kiên Giang","91","Thị xã Hà Tiên","900","Phường Bình San","30772"
"Kiên Giang","91","Thị xã Hà Tiên","900","Phường Pháo Đài","30775"
"Kiên Giang","91","Thị xã Hà Tiên","900","Xã Mỹ Đức","30778"
"Kiên Giang","91","Thị xã Hà Tiên","900","Xã Tiên Hải","30781"
"Kiên Giang","91","Thị xã Hà Tiên","900","Xã Thuận Yên","30784"
"Kiên Giang","91","Huyện Kiên Lương","902","Thị trấn Kiên Lương","30787"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Kiên Bình","30790"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Hòa Điền","30802"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Dương Hòa","30805"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Bình An","30808"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Bình Trị","30809"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Sơn Hải","30811"
"Kiên Giang","91","Huyện Kiên Lương","902","Xã Hòn Nghệ","30814"
"Kiên Giang","91","Huyện Hòn Đất","903","Thị trấn Hòn Đất","30817"
"Kiên Giang","91","Huyện Hòn Đất","903","Thị trấn Sóc Sơn","30820"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Bình Sơn","30823"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Bình Giang","30826"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Mỹ Thái","30828"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Nam Thái Sơn","30829"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Mỹ Hiệp Sơn","30832"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Sơn Kiên","30835"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Sơn Bình","30836"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Mỹ Thuận","30838"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Lình Huỳnh","30840"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Thổ Sơn","30841"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Mỹ Lâm","30844"
"Kiên Giang","91","Huyện Hòn Đất","903","Xã Mỹ Phước","30847"
"Kiên Giang","91","Huyện Tân Hiệp","904","Thị trấn Tân Hiệp","30850"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Tân Hội","30853"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Tân Thành","30856"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Tân Hiệp B","30859"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Tân Hoà","30860"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Thạnh Đông B","30862"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Thạnh Đông","30865"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Tân Hiệp A","30868"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Tân An","30871"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Thạnh Đông A","30874"
"Kiên Giang","91","Huyện Tân Hiệp","904","Xã Thạnh Trị","30877"
"Kiên Giang","91","Huyện Châu Thành","905","Thị trấn Minh Lương","30880"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Mong Thọ A","30883"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Mong Thọ B","30886"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Mong Thọ","30887"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Giục Tượng","30889"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Vĩnh Hòa Hiệp","30892"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Vĩnh Hoà Phú","30893"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Minh Hòa","30895"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Bình An","30898"
"Kiên Giang","91","Huyện Châu Thành","905","Xã Thạnh Lộc","30901"
"Kiên Giang","91","Huyện Giồng Riềng","906","Thị Trấn Giồng Riềng","30904"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Thạnh Hưng","30907"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Thạnh Phước","30910"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Thạnh Lộc","30913"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Thạnh Hòa","30916"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Thạnh Bình","30917"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Bàn Thạch","30919"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Bàn Tân Định","30922"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Ngọc Thành","30925"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Ngọc Chúc","30928"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Ngọc Thuận","30931"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Hòa Hưng","30934"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Hoà Lợi","30937"
"Kiên Giang","91","Huyện Giồng Riềng","906","Xã Hoà An","30940"
